,No,제목,학과,과정,년도,href,BERT_SCORE,RNN_SCORE
0,41,보르도에서 1년 교환생활,불어불문/경영,학부,2018-2019,/partner/expReport.asp?id=15678&page=1&bgbn=R,0,0.4834737479686737
1,40,보르도에서의 교환학생 생활,문화 디자인 경영,학부,2017,/partner/expReport.asp?id=15507&page=1&bgbn=R,0,0.7123725414276123
2,39,한 학기 동안 보르도에서 보낸 교환생활,국제통상/경영,학부,2018,/partner/expReport.asp?id=15321&page=1&bgbn=R,1,0.5833597183227539
3,38,Kedge Business School(보르도)에서 만난 유럽,경영,학부,2016,/partner/expReport.asp?id=13467&page=1&bgbn=R,1,0.5240793824195862
4,37,보르도에서 아름다운 1학기,경영학과,학부,2015,/partner/expReport.asp?id=12922&page=1&bgbn=R,1,0.777053952217102
5,36,"보르도, 와인에 빠지다",경영학과,학부,2015,/partner/expReport.asp?id=12785&page=1&bgbn=R,1,0.48595744371414185
6,35,보르도에서의 짧았던 5개월.,경제학과,대학원,2014-2015,/partner/expReport.asp?id=11822&page=1&bgbn=R,1,0.8132622241973877
7,34,여유롭고 행복했던 1년간의 보르도,동아시아국제학부,학부,2013-2014,/partner/expReport.asp?id=11781&page=1&bgbn=R,1,0.9043614864349365
8,33,아쉬웠던 한학기 교환학생,EIC,학부,2014-2015,/partner/expReport.asp?id=11779&page=1&bgbn=R,0,0.6021551489830017
9,32,KEDGE에서의 짧고 굵은 교환학생 생활,경영,학부,2014,/partner/expReport.asp?id=10706&page=1&bgbn=R,0,0.8715814352035522
10,31,원하는 모든 것을 이룰 수 있는 곳,경영학과,학부,2014,/partner/expReport.asp?id=8605&page=2&bgbn=R,1,0.9071751832962036
11,30,살기 좋은 도시 보르도,경영학과,학부,2014,/partner/expReport.asp?id=7343&page=2&bgbn=R,1,0.6745530962944031
12,29,"보르도, 제가 한 번 갔다와 봤어요. 느낌 아~니까",경영학과,학부,2013-2104,/partner/expReport.asp?id=6919&page=2&bgbn=R,1,0.7250668406486511
13,28,그리운 와인의 도시 보르도 :),경영학과,학부,2012,/partner/expReport.asp?id=6715&page=2&bgbn=R,1,0.6354935765266418
14,27,행복했던 보르도에서의 1학기,경영학과,학부,2013,/partner/expReport.asp?id=6646&page=2&bgbn=R,1,0.8649512529373169
15,26,여유로웠던 보르도에서의 1년,경영,학부,2011,/partner/expReport.asp?id=6604&page=2&bgbn=R,0,0.816663384437561
16,25,보르도에서 얻은 +a,경영학과,학부,2012-2,/partner/expReport.asp?id=6462&page=2&bgbn=R,0,0.5584800243377686
17,24,여유로운 보르도,경영학과,학부,2012,/partner/expReport.asp?id=6339&page=2&bgbn=R,1,0.7737652063369751
18,23,"잊을 수 없는 그곳, 보르도",경영학과,학부,2011-2012,/partner/expReport.asp?id=5891&page=2&bgbn=R,1,0.9296503067016602
19,22,보르도의 즐거운 1학기,심리학과,학부,2012,/partner/expReport.asp?id=5882&page=2&bgbn=R,1,0.7878587245941162
20,21,행복한 프랑스 서남부,경영학과,학부,2012,/partner/expReport.asp?id=5786&page=3&bgbn=R,1,0.8900960683822632
21,20,보르도에서의 잊을 수 없는 한학기,경영학과,학부,2011,/partner/expReport.asp?id=5535&page=3&bgbn=R,1,0.8490613698959351
22,19,보르도에서의 여유로웠던 1년,경영학과,학부,2011,/partner/expReport.asp?id=5510&page=3&bgbn=R,0,0.8265776038169861
23,18,도시에 찌든 연세인들의 처방전. 보르도.,생활디자인학과,학부,2010,/partner/expReport.asp?id=5231&page=3&bgbn=R,0,0.5971320271492004
24,17,아름다운 여유와 풍요가 넘치는 보르도에서,경영학과,학부,2011,/partner/expReport.asp?id=5118&page=3&bgbn=R,1,0.9293643832206726
25,16,두근두근 Bordeaux,경제학과,학부,2010,/partner/expReport.asp?id=4947&page=3&bgbn=R,1,0.8618491888046265
26,15,J'♥ Bordeaux,경영학과,학부,2009-2010,/partner/expReport.asp?id=4510&page=3&bgbn=R,1,0.5123575925827026
27,14,"풍요와 여유의 도시, 보르도!",경영대학,학부,2009,/partner/expReport.asp?id=4380&page=3&bgbn=R,1,0.7745389938354492
28,13,Bordeaux Ecole de Mnagement,불어불문학과,학부,2009,/partner/expReport.asp?id=4207&page=3&bgbn=R,1,0.5123575925827026
29,12,유럽에서의 1년,경영학과,학부,2007-2008,/partner/expReport.asp?id=3861&page=3&bgbn=R,0,0.6749535202980042
30,11,꿈만같은 시간,식품/경영/의류,학부,2008-2009,/partner/expReport.asp?id=3785&page=4&bgbn=R,0,0.687165379524231
31,10,BEM_남부유럽의 정취가 가득한 곳,철학/경영학,학부,2008,/partner/expReport.asp?id=3769&page=4&bgbn=R,1,0.5357584357261658
32,9,와인을 좋아하세요?,경영학과,학부,2005-2006,/partner/expReport.asp?id=2162&page=4&bgbn=R,0,0.6047192811965942
33,8,보르도에서의 1년,경영학과,학부,2005,/partner/expReport.asp?id=1853&page=4&bgbn=R,0,0.731432318687439
34,7,2 semestres à Bordeaux,의류환경학과,학부,2004-2005,/partner/expReport.asp?id=1794&page=4&bgbn=R,1,0.5123575925827026
35,6,Bordeaux Business School,불어불문학과,학부,2004,/partner/expReport.asp?id=1605&page=4&bgbn=R,1,0.515648603439331
36,5,보르도에서 의 열정적인 1년,상경계열,학부,2004,/partner/expReport.asp?id=1537&page=4&bgbn=R,0,0.8341600894927979
37,4,보르도 비즈니스 스쿨,식품영양전공,학부,2004,/partner/expReport.asp?id=1399&page=4&bgbn=R,1,0.35044723749160767
38,3,가장 도전적인 경험,경제학전공,학부,2003,/partner/expReport.asp?id=1324&page=4&bgbn=R,1,0.8155637979507446
39,2,Bordeaux에서의 6개월..,경영학전공,학부,2004,/partner/expReport.asp?id=1320&page=4&bgbn=R,1,0.7329951524734497
